,articles,summaries,categories
475,"Blair to face trust issue head on Tony Blair says he will be facing the issue of trust and his own integrity head on during the election campaign. During a question and answer session with first-time voters on Five News, Mr Blair said he had no option but to ""confront it"" by talking to people. He also dismissed claims government plans to get 50% of young people into university would devalue degrees. He was not ""forcing"" anyone to go to university, but places should be there for those who wanted them, he said. In answer to a question from 22-year-old Liverpool student David Dunne about concerns over the prime minister's personal integrity, Mr Blair said talking was the only answer. ""You've just got to confront it and say to people let's have a discussion on the things that worry you, the things that make you say 'I can't trust you' or 'I am against you on this.'"" The ""worst thing in politics"" was that the electorate only got ""little snatches of policy"" from things like Prime Minister's Questions and the news headlines. This was why he wanted to ""get out of the 30 seconds on the news,"" he added. By talking through policies at least people understood the reason for them, even if they did not agree with them, he said. Mr Blair also faced questions about British policy on Iran and its alleged nuclear weapons programme. He insisted there was no plan for an invasion of the country saying: ""Sometimes people say because of what has happened in Iraq this is the next place."" Instead there was a real chance of a ""peaceful resolution"" to the problem, he said.
","During a question and answer session with first-time voters on Five News, Mr Blair said he had no option but to ""confront it"" by talking to people.In answer to a question from 22-year-old Liverpool student David Dunne about concerns over the prime minister's personal integrity, Mr Blair said talking was the only answer.He was not ""forcing"" anyone to go to university, but places should be there for those who wanted them, he said.He insisted there was no plan for an invasion of the country saying: ""Sometimes people say because of what has happened in Iraq this is the next place.""By talking through policies at least people understood the reason for them, even if they did not agree with them, he said.",politics
476,"What really divides the parties So what is the gap between Labour and the Tories nowadays? One Starbucks, one Rymans and one small Greek cafe as it happens. Both parties have now completed their moves to new headquarters, with Labour creating its election hub just three doors away from the Tories' new headquarters in Victoria Street, just down the road from the Commons. That should make things a little easier if and when the crack-of-dawn election press conferences kick off. Unlike 2001, there should be no need for colleagues to have taxis gunning their engines outside, or to buy scooters, to get themselves between the tightly-timetabled events. And, to all intents and purposes, we already appear to be in that general election campaign. Certainly the press conference hosted by election co-ordinator Alan Milburn, in the rather compact new conference room - still smelling of new carpet and with the garish New Labour coffee mugs as yet unstained - had all the hallmarks of an election event. ""Welcome to the unremittingly New Labour media centre,"" he said. And I'll bet he hadn't checked that one with Gordon Brown. Along with Work and Pensions Secretary Alan Johnson and Minister for Work Jane Kennedy, he then went on to tear into the Tory plans to scrap the New Deal welfare-to-work scheme, which they claimed would lead to an increase of almost 300,000 in unemployment. And they ridiculed the claims made on Monday by Michael Howard that he could save Â£35 billion of Labour waste and inefficiency to spend on public services while also offering Â£4 billion of tax cuts. Labour has come up with a figure of Â£22 billions worth of efficiency savings so, understandably perhaps, believe Mr Howard must be planning cuts to squeeze the extra Â£13 billion. These figures, based on the two parties' own detailed studies, will be battered to within an inch of their lives during the campaign. Wednesday was just the start.
","Certainly the press conference hosted by election co-ordinator Alan Milburn, in the rather compact new conference room - still smelling of new carpet and with the garish New Labour coffee mugs as yet unstained - had all the hallmarks of an election event.Both parties have now completed their moves to new headquarters, with Labour creating its election hub just three doors away from the Tories' new headquarters in Victoria Street, just down the road from the Commons.""Welcome to the unremittingly New Labour media centre,"" he said.So what is the gap between Labour and the Tories nowadays?One Starbucks, one Rymans and one small Greek cafe as it happens.And I'll bet he hadn't checked that one with Gordon Brown.",politics
477,"Councils 'must find Gypsy sites' Ministers are telling councils to find more sites for travellers, amid continuing rows concerning a string of unauthorised encampments. Councils are also to be given stronger powers to move on illegal settlements by Gypsy communities on rural land. More money is to be given to councils to develop official caravan parks, said housing minister Yvette Cooper. In November, MPs urged ministers to make councils create sites because 3,500 travellers have no place to stop. Ms Cooper said an annual scheme to refurbish existing traveller sites would now be extended to consider council bids for new stopping places. That scheme has paid out Â£25m in four years, with Â£8m available for 2005. ""There are two major problems in the planning system at the moment concerning Gypsy and traveller sites,"" said Ms Cooper. ""Firstly, local authorities are not identifying enough appropriate locations either for private or public sites. And secondly, they do not have enough powers to deal swiftly with development on inappropriate sites. ""The result is that there are too many developments on inappropriate sites, causing tensions and difficulties for both the neighbouring communities and the Gypsies and travellers. ""That is why we are consulting on a new obligation on local authorities to identify more appropriate sites, as well as new powers to take immediate action if the development is in the wrong place and cannot be tolerated in even the short-term because of risk to local amenity and the environment."" Under the new regulations, expected to be in force in the spring, officials will be able to serve ""temporary stop notices"" aimed at preventing works on a site before a council has had chance to obtain a full legal ban. Many MPs with rural constituencies, particularly in eastern England, have been pressing the government to create stronger enforcement powers, saying villagers are suffering because of the legal delays in removing illegal encampments. Andrew Ryder, of the Traveller Law Reform Coalition, said: ""We welcome talk about an obligation on councils to identify land for Gypsies and travellers, so long as it is a real obligation as opposed to a recommendation which could be and was easily ignored. ""New accommodation proposals for travellers need to be backed up with decent funding and intervention by the government when councils attempt to dodge their responsibilities towards travellers, as they often do. ""Living on the side of the road or being worn down by planning appeals, legal action and eviction is no one's idea of fun."" In their November report, MPs from the committee scrutinising the Office for the Deputy Prime Minister, responsible for housing, said most illegal traveller encampments were caused by a lack of places to stop. Numerous communities and councils were paying for lengthy and expensive evictions against travelling communities, said the MPs. In turn, the problems had worsened because councils were reluctant to voluntarily provide sites because of resistance from residents. Two of the most controversial traveller sites - Cottenham in Cambridgeshire and Minety in Wiltshire - remain embroiled in an ongoing legal battle.
","In November, MPs urged ministers to make councils create sites because 3,500 travellers have no place to stop.Ms Cooper said an annual scheme to refurbish existing traveller sites would now be extended to consider council bids for new stopping places.""There are two major problems in the planning system at the moment concerning Gypsy and traveller sites,"" said Ms Cooper.Numerous communities and councils were paying for lengthy and expensive evictions against travelling communities, said the MPs.More money is to be given to councils to develop official caravan parks, said housing minister Yvette Cooper.Under the new regulations, expected to be in force in the spring, officials will be able to serve ""temporary stop notices"" aimed at preventing works on a site before a council has had chance to obtain a full legal ban.In their November report, MPs from the committee scrutinising the Office for the Deputy Prime Minister, responsible for housing, said most illegal traveller encampments were caused by a lack of places to stop.Andrew Ryder, of the Traveller Law Reform Coalition, said: ""We welcome talk about an obligation on councils to identify land for Gypsies and travellers, so long as it is a real obligation as opposed to a recommendation which could be and was easily ignored.",politics
478,"'Last chance' warning for voters People in England, Scotland and Wales must have registered by 1700 GMT to be able to vote in the general election if it is held, as expected, on 5 May. Those who filled in forms last autumn should already be on the register - but those who have moved house or were on holiday may have been left off. There will also be elections for local councils and mayors in parts of England on 5 May. The deadline for voters to register in Northern Ireland expired on Thursday. Completed registration forms can be handed into local authorities throughout the day on Friday, and some will accept them by fax. As well as for English county councils, polls for unitary authorities at Bristol, Isle of Wight and Stockton-on-Tees and mayors at Doncaster, Hartlepool, North Tyneside and Stoke-on-Trent are also scheduled for 5 May. Last week Preston City Council reported that more than 14,000 of its voters were not registered. Its electoral roll fell by 17.5% in a year - the biggest dip in the UK. An Electoral Commission spokeswoman said: ""Political decisions are made on your behalf every day but only by using your right to vote at an election can you really have a say on the issues you care about. ""If you want your voice to be heard on 5 May you will need to have registered by Friday 11 March."" Council tax payers are not eligible to vote without registration, officials have stressed.
","There will also be elections for local councils and mayors in parts of England on 5 May.People in England, Scotland and Wales must have registered by 1700 GMT to be able to vote in the general election if it is held, as expected, on 5 May.Last week Preston City Council reported that more than 14,000 of its voters were not registered.""If you want your voice to be heard on 5 May you will need to have registered by Friday 11 March.""Those who filled in forms last autumn should already be on the register - but those who have moved house or were on holiday may have been left off.",politics
479,"Lib Dems demand new inquiry A judge should look into the David Blunkett controversy as key questions remain unanswered, the Lib Dems say. Sir Alan Budd's inquiry linked the ex-home secretary to the speeding up of a visa claim by his ex-lover's nanny. But he could not say whether Mr Blunkett had treated the nanny as a special case or had used her as an example of immigration problems. Lib Dem spokesman Mark Oaten said the number of officials who had forgotten what happened was worrying. He told BBC News: ""I'm extremely concerned that 20 individuals appear to have forgotten what happened or more suspiciously are not prepared to say what happened. ""That must be bad for government, it must be bad for public confidence in the system."" Mr Oaten said people would be mystified why Sir Alan's inquiry failed to uncover why processing of the visa application was speeded up. He said: ""There is a strong case for a judge-led judicial review of this because, of course, next time it happens it may not be about a nanny and their visa. It may be about something even more important than that. ""So we do need to understand what took place and who was involved."" The Tories criticised the Lib Dem stance, saying Mr Oaten had initially said he accepted Mr Blunkett's word unless further evidence emerged. But Lib Dem officials say Mr Oaten was speaking when an inquiry was under way and was avoiding rushing to judgement.
","But Lib Dem officials say Mr Oaten was speaking when an inquiry was under way and was avoiding rushing to judgement.Lib Dem spokesman Mark Oaten said the number of officials who had forgotten what happened was worrying.Mr Oaten said people would be mystified why Sir Alan's inquiry failed to uncover why processing of the visa application was speeded up.The Tories criticised the Lib Dem stance, saying Mr Oaten had initially said he accepted Mr Blunkett's word unless further evidence emerged.He said: ""There is a strong case for a judge-led judicial review of this because, of course, next time it happens it may not be about a nanny and their visa.",politics
480,"Tories attack burglar 'U-turns' Tory leader Michael Howard has accused Tony Blair of performing U-turns over rules on using force against burglars. The government has ruled out amending the present law, which allows ""reasonable force"" in self defence. Mr Howard branded the decision unacceptable, saying: ""It is not householders who should be frightened, it's the burglars."" Home Secretary Charles Clarke said ministers had kept to their pledge to review the law. Metropolitan Police Commissioner Sir John Stevens last month backed a Tory attempt to change the law so only householders using ""grossly disproportionate"" force could be prosecuted. The pressure prompted the prime minister to say the police and Crown Prosecution Service would be consulted as part of a review of the law. He told MPs: ""If we get the right response from those people, we will, of course, support a change in the law."" Instead, the government has decided no change is needed but there will be a publicity campaign so people are clear they are entitled to defend themselves. On Thursday, Mr Howard told BBC Radio 4's Today programme Mr Blair had initially refused the law change, then had come round to the idea and was now backtracking again. He said: ""We've had three policy positions in three months and two U-turns. ""It's not surprising Gordon Brown told him: 'There's nothing you could say to me now that I could ever believe.'"" Mr Howard said the ""grossly disproportionate"" test matched the hurdle ministers had introduced for civil cases where burglars where claimed compensation from householders. The issue entered the public spotlight when Norfolk farmer Tony Martin was jailed for shooting dead a 16-year-old burglar in 1999 as he ran away from the farm. But the home secretary said Mr Howard was wrong to say the law was biased in favour of burglars. The barrister who had represented Mr Martin had said the rules were ""weighted overwhelmingly"" in favour of the householder, said Mr Clarke. He said: ""The problem is there has not been enough understanding of it - that was the point Sir John Stevens was making and the prime minister was making."" The new guidance would help ensure clarity on the issue, added Mr Clarke. The director of public prosecutions, Ken Macdonald, says only 11 householders or occupiers of business premises have been prosecuted in the last 15 years. Those cases included a warehouse manager who had waited for a burglar, tied him up, beat him and set him alight, he said. Tory MP Patrick Mercer's private member's bill to change the law received a first reading in Parliament on Wednesday and goes to a full debate next month.
","But the home secretary said Mr Howard was wrong to say the law was biased in favour of burglars.On Thursday, Mr Howard told BBC Radio 4's Today programme Mr Blair had initially refused the law change, then had come round to the idea and was now backtracking again.The barrister who had represented Mr Martin had said the rules were ""weighted overwhelmingly"" in favour of the householder, said Mr Clarke.Metropolitan Police Commissioner Sir John Stevens last month backed a Tory attempt to change the law so only householders using ""grossly disproportionate"" force could be prosecuted.Home Secretary Charles Clarke said ministers had kept to their pledge to review the law.Mr Howard said the ""grossly disproportionate"" test matched the hurdle ministers had introduced for civil cases where burglars where claimed compensation from householders.He said: ""The problem is there has not been enough understanding of it - that was the point Sir John Stevens was making and the prime minister was making.""Mr Howard branded the decision unacceptable, saying: ""It is not householders who should be frightened, it's the burglars.""",politics
481,"Pre-poll clash on tax and spend Labour and the Tories have clashed over tax and spending plans as the row over Gordon Brown's Budget turned into a full scale pre-election battle. Tony Blair claimed a Tory government would ""cut"" Â£35bn from public services hitting schools, hospitals and police. Tory chairman Liam Fox accused Labour of ""at best misrepresentation at worst a downright lie"" and said the ""smear"" tactics were a sign of desperation. The Lib Dems accused Mr Brown of ducking the issue of council tax rises. Appearing together at a Labour poster launch, the prime minister hailed his chancellor's ""brilliant"" performance. And he claimed the Tories would cut Â£35bn from public services, which was the equivalent of sacking every doctor and teacher in the UK. The Tories said they would not cut spending but agreed public spending would increase more slowly under their plans - leading to a total of Â£33.5bn less spending than that anticipated by Labour by 2011. But they say not a single doctor, teacher or nurse will be cut. Dr Fox said: ""We have said we will be spending more, year on year over and above inflation. ""And to call that a cut is at best a misrepresentation, at worst a downright lie."" Tory shadow chancellor Oliver Letwin also predicted Mr Brown would have to raise taxes by Â£10bn or Â£11bn if Labour was re-elected because he was borrowing and spending too much. For the Lib Dems, Vince Cable said the chancellor had failed to deal with the ""looming problems"" of revaluation of council tax bands which he argued would result in ""massive increases"" for some. Mr Brown and Mr Blair staged a show of unity on Thursday morning, the day after the chancellor delivered a record-breaking ninth Budget. Mr Cable said taxation as a share of the economy would go up under all three of the main parties. The chancellor meanwhile insisted his spending plans were ""affordable"". In Wednesday's Budget, Mr Brown doubled the level at which homebuyers pay stamp duty, unveiled a rise in child tax credit and a Â£200 council tax refund for over-65s. Defending the plans, he told Today: ""I will take no risks with the stability of the economy. ""All our spending plans announced yesterday [Wednesday], including what we can do for pensioners, as well as for young families and on stamp duty and inheritance tax, all these are costed and affordable."" In a further sign, if any were needed, that the election is approaching, the House of Commons authorities have formally told MPs their offices will be ""deep cleaned"" during the three-week poll campaign. Mr Blair has yet to name the day - but it is widely expected to be 5 May.
","The Tories said they would not cut spending but agreed public spending would increase more slowly under their plans - leading to a total of Â£33.5bn less spending than that anticipated by Labour by 2011.Tory shadow chancellor Oliver Letwin also predicted Mr Brown would have to raise taxes by Â£10bn or Â£11bn if Labour was re-elected because he was borrowing and spending too much.And he claimed the Tories would cut Â£35bn from public services, which was the equivalent of sacking every doctor and teacher in the UK.Mr Cable said taxation as a share of the economy would go up under all three of the main parties.Tory chairman Liam Fox accused Labour of ""at best misrepresentation at worst a downright lie"" and said the ""smear"" tactics were a sign of desperation.Labour and the Tories have clashed over tax and spending plans as the row over Gordon Brown's Budget turned into a full scale pre-election battle.The Lib Dems accused Mr Brown of ducking the issue of council tax rises.For the Lib Dems, Vince Cable said the chancellor had failed to deal with the ""looming problems"" of revaluation of council tax bands which he argued would result in ""massive increases"" for some.",politics
482,"Blair Labour's longest-serving PM Tony Blair has become the Labour Party's longest-serving prime minister. The 51-year-old premier has marked his 2,838th day in the post, overtaking the combined length of Harold Wilson's two terms during the 1960s and 1970s. If Mr Blair wins the next election and fulfils his promise to serve a full third term, he will surpass Margaret Thatcher's 11 years by the end of 2008. In 1997, Mr Blair became the youngest premier of the 20th century, when he came to power at the age of 43. The last prime minister to be installed at a younger age was Lord Liverpool, who was a year his junior in 1812. Mr Blair's other political firsts include becoming the first Labour leader to win two successive full terms in power after the 2001 Labour landslide. And the birth of the Blairs' fourth child, Leo, on 20 May, 2000, was the first child born to a serving prime minister in more than 150 years. The last ""Downing Street dad"" was Lord John Russell in 1848. Labour won a huge majority of 167 over the Conservatives in 2001, but Mr Blair has since been criticised by many in his own party. The war in Iraq and reforms of the health service and education system have provoked dissent from backbenchers. Gordon Brown, chancellor of the exchequer under Mr Blair, became Britain's longest-serving chancellor of modern times in 2004. Former Labour leader Lord Kinnock said the chancellor would be best placed to take over from Mr Blair. When asked about the future leadership of the party, he told ITV Wales' Waterfront programme: ""That contest is a long way away and it will occur only when the Prime Minister, Tony Blair, decides he's subscribed all he can and then wants to go. ""I think that the main contender will be Gordon Brown, who is a man of virtually unmatched capability and now great experience."" Both Mr Brown and Mr Blair rose to prominence when Lord Kinnock led Labour between 1983 and 1992.
","Both Mr Brown and Mr Blair rose to prominence when Lord Kinnock led Labour between 1983 and 1992.Former Labour leader Lord Kinnock said the chancellor would be best placed to take over from Mr Blair.Tony Blair has become the Labour Party's longest-serving prime minister.Labour won a huge majority of 167 over the Conservatives in 2001, but Mr Blair has since been criticised by many in his own party.Gordon Brown, chancellor of the exchequer under Mr Blair, became Britain's longest-serving chancellor of modern times in 2004.In 1997, Mr Blair became the youngest premier of the 20th century, when he came to power at the age of 43.",politics
483,"Tories urge 'change at the top' Tory delegates are gathering for what is expected to be their last conference before the general election, declaring Britain needs ""a change at the top"". The party goes into its spring forum trying to highlight what it sees as a clear choice between it and Labour. Tory co-chairman Liam Fox has opened proceedings with a speech criticising Tony Blair's record in government. Labour's rule has been characterised by ""lost trust and failure to deliver"", he told the Brighton conference. He also attacked the government's ""failure"" to control immigration and asylum and criticised its record on the NHS, telling delegates Labour cannot be trusted on education or crime. A Tory government would sort out the ""shambles"" of immigration, put patients before statistics and bring discipline to schools, he said. Dr Fox also underlined Tory promises to cut tax by Â£4bn. BBC political correspondent Shaun Ley says opinion polls suggest the Tories still lag some way behind Labour on the issues of health, education and the economy. Conservative leader Michael Howard, who had been due to welcome delegates to the conference on Friday, will address them in a lunchtime speech. His welcome address had to be postponed after he stayed in London to lead the party's opposition to the Prevention of Terrorism Bill in its lengthy progress through Parliament. The bill was finally passed on Friday evening, after more than 30 hours of debate. Mr Howard is likely to defend his party's handling of the bill, which was only passed after the Conservatives accepted Prime Minister Tony Blair's promise that MPs would be able to review it within a year.
","Tory co-chairman Liam Fox has opened proceedings with a speech criticising Tony Blair's record in government.Conservative leader Michael Howard, who had been due to welcome delegates to the conference on Friday, will address them in a lunchtime speech.He also attacked the government's ""failure"" to control immigration and asylum and criticised its record on the NHS, telling delegates Labour cannot be trusted on education or crime.Mr Howard is likely to defend his party's handling of the bill, which was only passed after the Conservatives accepted Prime Minister Tony Blair's promise that MPs would be able to review it within a year.Tory delegates are gathering for what is expected to be their last conference before the general election, declaring Britain needs ""a change at the top"".",politics
484,"Clarke to unveil immigration plan New controls on economic migrants and tighter border patrols will be part of government plans unveiled on Monday. Home Secretary Charles Clarke wants to introduce a points system for economic migrants and increase deportations of failed asylum seekers. Tony Blair has said people are right to be concerned about abuses of the system but there is no ""magic bullet"". The Tories say Labour is acting too late while the Lib Dems say the plans may not produce an efficient system. The government's new five-year plan is designed to show how Labour would reform immigration and asylum controls if it wins the election, expected to be held in May. Ministers deny they have been spurred into action by Tory campaigning or because the prime minister is worried too little has been done. Instead, they say the plans are part of an ""evolving"" process aimed at winning public confidence. Mr Clarke is expected to announce an end to the automatic right to settle for immigrants' families, and the introduction of fingerprinting for all visa applicants. The prime minister on Sunday said immigration would be ""toughened up"" to ensure only those immigrants with skills the UK really needs will be granted work permits. But he rejected the Tories' call for a quota on economic migrants, saying no ""arbitrary figure"" could reflect the UK's needs. Mr Blair told BBC Radio 4's Westminster Hour: ""We should cut the number or increase it depending on the country's needs... ""The public are worried about this, they are worried rightly, because there are abuses of the immigration and asylum system."" But he defended the UK's current regime, saying all systems around the world were subject to abuse. Tory proposals to cap the number of asylum seekers and process all claims abroad would not work, argued Mr Blair. He said: ""We will not be... pretending there is some simple easy way of processing Britain's asylum seekers in some other country, because no such other country exists."" Conservative shadow home secretary David Davis said the government had failed to remove 250,000 failed asylum seekers from the UK and limits on economic migrants had been a ""shambles"". ""What we are seeing today is a rather panicky response from the government after eight years of failure,"" he said. Liberal Democrat home affairs spokesman Mark Oaten said Labour was right to reject the Tories' idea of quotas on asylum. But he said it was yet to be seen if Mr Clarke could deliver ""a fair and efficient asylum system"".
","But he said it was yet to be seen if Mr Clarke could deliver ""a fair and efficient asylum system"".Conservative shadow home secretary David Davis said the government had failed to remove 250,000 failed asylum seekers from the UK and limits on economic migrants had been a ""shambles"".Home Secretary Charles Clarke wants to introduce a points system for economic migrants and increase deportations of failed asylum seekers.Mr Blair told BBC Radio 4's Westminster Hour: ""We should cut the number or increase it depending on the country's needs... ""The public are worried about this, they are worried rightly, because there are abuses of the immigration and asylum system.""Liberal Democrat home affairs spokesman Mark Oaten said Labour was right to reject the Tories' idea of quotas on asylum.Tony Blair has said people are right to be concerned about abuses of the system but there is no ""magic bullet"".Tory proposals to cap the number of asylum seekers and process all claims abroad would not work, argued Mr Blair.The government's new five-year plan is designed to show how Labour would reform immigration and asylum controls if it wins the election, expected to be held in May.",politics
485,"Visa decision 'every 11 minutes' Visa processing staff are sometimes expected to rule on an application every 11 minutes, MPs have said. Pressure was placed on staff to be efficient, rather than to do a thorough examination of an application, the Public Accounts Committee found. Every officer had an annual target of 8,000 applications - equivalent to 40 a day or one every 11 minutes. MPs want research into whether UK visa holders leave at the end of their stays, or vanish into the black market. Committee chairman Edward Leigh said: ""There is a worrying tension between quick processing and proper control over the visas issued. ""Entry clearance staff are expected to deal with a visa application in about 11 minutes which is surely too little time to look closely at the supporting documents. "" The committee's report also discussed the Romanian and Bulgarian visas scandal which led to the resignation of immigration minister Beverley Hughes last year. Committee members said the Home Office had been wrong to dismiss concerns from visa staff abroad who feared the system was being abused. Investigations carried out in the wake of Ms Hughes' resignation found more than 7,000 people had entered the UK under the business visa scheme for Romanian and Bulgarian ""entrepreneurs"". Mr Leigh said the Home Office should now consider removing those who had not set up a valid business. A Home Office spokesman said the system had been toughened and tightened since the investigation. He added ""that the traditional system of a dual decision making process for all pre-entry applications will be replaced by a single pre-entry check at post, which will be simpler and more robust against abuse than the current system"".
","Visa processing staff are sometimes expected to rule on an application every 11 minutes, MPs have said.Committee members said the Home Office had been wrong to dismiss concerns from visa staff abroad who feared the system was being abused.Committee chairman Edward Leigh said: ""There is a worrying tension between quick processing and proper control over the visas issued.""Entry clearance staff are expected to deal with a visa application in about 11 minutes which is surely too little time to look closely at the supporting documents. ""A Home Office spokesman said the system had been toughened and tightened since the investigation.",politics
486,"Bid to cut court witness stress New targets to reduce the stress to victims and witnesses giving evidence in courts in England and Wales have been announced by the lord chancellor. Lord Falconer wants all crown courts and 90% of magistrates' courts to have facilities to keep witnesses separate from defendants within four years. More video links will also be made available so that witnesses do not have to enter courtrooms. It is part of a five-year plan to help build confidence in the justice system. Ministers say the strategy is aimed at re-balancing the court system towards victims, and increasing the number of offenders brought to justice. Launching the Department for Constitutional Affairs' plan, Lord Falconer said: ""One of the top priorities will be a better deal for victims. ""The needs and safety of victims will be at the heart of the way trials are managed. ""Courts, judges, magistrates, prosecutors, police and victim support - all working together to ensure the rights of victims are put first, without compromising the rights of the defendant."" He went on: ""Giving evidence is a nerve-wracking experience, especially when you're a victim. ""Yet with a will and with support it can be done."" Lord Falconer told BBC Radio 4's Today programme it was impossible for some elderly people to go to court to give evidence. Other witnesses could be intimidated by sitting alongside defendants outside courts. ""You are never going to get rid of some element of the trauma of giving evidence,"" he said. ""But you can make people believe that the courts understand the problem, it's not some kind of alien place where they go where they are not thinking about them."" The plan comes as the lord chancellor also considers allowing cameras into courts for the first time since 1925, as long as they were used for cases that did not involve witnesses. Another feature of the strategy is constitutional reform, with a government bill to set up a supreme court and a judicial appointments commission returning to the House of Lords on Tuesday. Ministers had proposed getting rid of the title of lord chancellor, but the Lords have over-ruled this. Lord Falconer said it was right for the highest court to be completely distinct from Parliament. The person in charge of the court system should not also be speaker of the House of Lords, he said, and should be the best person chosen from either House of Parliament. What they did, not what they were called, was the critical issue, he added.
","New targets to reduce the stress to victims and witnesses giving evidence in courts in England and Wales have been announced by the lord chancellor.Lord Falconer said it was right for the highest court to be completely distinct from Parliament.Lord Falconer wants all crown courts and 90% of magistrates' courts to have facilities to keep witnesses separate from defendants within four years.Lord Falconer told BBC Radio 4's Today programme it was impossible for some elderly people to go to court to give evidence.The plan comes as the lord chancellor also considers allowing cameras into courts for the first time since 1925, as long as they were used for cases that did not involve witnesses.The person in charge of the court system should not also be speaker of the House of Lords, he said, and should be the best person chosen from either House of Parliament.""Courts, judges, magistrates, prosecutors, police and victim support - all working together to ensure the rights of victims are put first, without compromising the rights of the defendant.""Launching the Department for Constitutional Affairs' plan, Lord Falconer said: ""One of the top priorities will be a better deal for victims.",politics
487,"Green fear for transport ballot The Green Party is concerned thousands of residents may not be able to vote in Edinburgh's transport referendum. Edinburgh City Council is to ballot constituents on proposals to introduce congestion charging in the capital. But Green MSP Mark Ballard fears people not on the council's edited electoral register may miss out. Local authorities can only send ballot papers to those on the edited list over non-statutory matters, such as the transport referendum. Therefore, residents who have exercised their right to have their details left off the list could miss the chance to vote. However, there is still time for those who are not on the list to contact the council and make sure they are sent ballot forms ahead of February's voting deadline. Mr Ballard said: ""This vote will set the future of transport in Edinburgh for decades to come. ""It is therefore vital that as many residents as possible in Edinburgh City and the surrounding areas, are registered to vote in the ballot. ""Many people are not aware that they may miss out on their chance to have a say. ""Everyone involved in this debate - both for and against - wants the ballot to be as fair and representative as possible, and that means encouraging people to take part."" The ballot will ask residents to vote for or against the council's proposed congestion charge scheme and a host of transport improvements to be funded by it. The outcome of the referendum will be known next month after the ballot forms are sent out and returned to the council. Towards the end of February, the council will meet to decide whether to proceed with an application to Scottish ministers for approval for its planned congestion charging scheme and the other parts of its transport package.
","The ballot will ask residents to vote for or against the council's proposed congestion charge scheme and a host of transport improvements to be funded by it.""It is therefore vital that as many residents as possible in Edinburgh City and the surrounding areas, are registered to vote in the ballot.The Green Party is concerned thousands of residents may not be able to vote in Edinburgh's transport referendum.Edinburgh City Council is to ballot constituents on proposals to introduce congestion charging in the capital.Local authorities can only send ballot papers to those on the edited list over non-statutory matters, such as the transport referendum.Therefore, residents who have exercised their right to have their details left off the list could miss the chance to vote.",politics
488,"Howard and Blair tax pledge clash Tony Blair has said voters will have to wait for Labour's manifesto to see if the party has plans to increase tax. The premier was responding to a challenge from Tory leader Michael Howard who said Labour would raise taxes in its post-election Budget. Mr Blair derided Tory claims they could cut Â£35bn in ""wasteful spending"" saying the party had got its sums wrong. The two political leaders clashed just days after the opening salvoes of the pre-election period. Mr Howard told MPs that ""every independent expert"" from the International Monetary Fund to the Institute of Fiscal Studies had suggested the ""government was spending more than it is raising and a Labour chancellor would have to put up taxes"". Mr Blair replied: ""I think they are wrong for this very simple reason: that the Treasury forecasts on the economy have been proven right."" The Tories on Monday highlighted their plans for tax cuts worth Â£4bn, although the specific taxes to be cut have not been announced. They also spelled out their plans for reduced government borrowing and more spending on key services. Labour and the Liberal Democrats have said the party's sums do not add up and claim it would cut frontline services. But Mr Howard said voters faced a clear choice at the next election between more waste and more tax under Labour and Tory value for money and lower taxes. The Liberal Democrats have also launched their pre-election platform, with leader Charles Kennedy saying his party was the ""authentic opposition"", particularly on the Iraq war, council tax and university tuition fees. Labour hit back at the Tory proposals even before their publication with election coordinator Alan Milburn accusing Mr Howard of producing a ""fraudulent prospectus"".
","The premier was responding to a challenge from Tory leader Michael Howard who said Labour would raise taxes in its post-election Budget.But Mr Howard said voters faced a clear choice at the next election between more waste and more tax under Labour and Tory value for money and lower taxes.Mr Blair derided Tory claims they could cut Â£35bn in ""wasteful spending"" saying the party had got its sums wrong.Labour and the Liberal Democrats have said the party's sums do not add up and claim it would cut frontline services.Mr Howard told MPs that ""every independent expert"" from the International Monetary Fund to the Institute of Fiscal Studies had suggested the ""government was spending more than it is raising and a Labour chancellor would have to put up taxes"".",politics
